Date,Time,CO.GT.,PT08.S1.CO.,NMHC.GT.,C6H6.GT.,PT08.S2.NMHC.,NOx.GT.,PT08.S3.NOx.,NO2.GT.,PT08.S4.NO2.,PT08.S5.O3.,T,RH,AH
16/09/2004,09.00.00,36,1365,NA,216,1341,543,549,96,2033,1518,216,677,17254
16/09/2004,10.00.00,25,1171,NA,130,1083,390,695,96,1758,1276,229,591,16330
16/09/2004,11.00.00,13,982,NA,68,850,217,888,79,1505,873,187,731,15608
16/09/2004,12.00.00,17,1021,NA,100,979,248,798,95,1580,958,211,583,14444
16/09/2004,13.00.00,21,1044,NA,117,1039,333,771,127,1609,1076,233,471,13281
16/09/2004,14.00.00,17,1005,NA,98,972,279,834,102,1514,952,229,479,13208
16/09/2004,15.00.00,19,1021,NA,102,985,339,816,107,1524,977,233,462,13010
16/09/2004,16.00.00,23,1064,NA,120,1048,315,772,110,1574,1059,237,454,13150
16/09/2004,17.00.00,33,1167,NA,177,1231,365,659,124,1745,1199,238,461,13373
16/09/2004,18.00.00,35,1167,NA,188,1263,338,640,113,1790,1212,230,493,13689
16/09/2004,19.00.00,36,1164,NA,176,1227,318,658,104,1800,1193,219,531,13787
16/09/2004,20.00.00,29,1092,NA,138,1110,302,725,117,1641,1105,213,548,13742
16/09/2004,21.00.00,2,997,NA,94,955,214,845,94,1528,926,212,552,13699
16/09/2004,22.00.00,19,966,NA,96,964,NA,858,NA,1560,1231,214,548,13813
16/09/2004,23.00.00,15,969,NA,85,922,NA,906,NA,1488,995,208,572,13925
17/09/2004,00.00.00,11,944,NA,107,1005,363,874,109,1633,1094,213,558,13974
17/09/2004,01.00.00,8,834,NA,61,817,178,1022,72,1408,774,214,521,13125
17/09/2004,02.00.00,5,796,NA,32,667,55,1162,40,1295,558,206,566,13583
17/09/2004,03.00.00,4,777,NA,20,585,NA,1305,NA,1266,510,200,591,13694
17/09/2004,04.00.00,3,752,NA,12,521,32,1451,23,1247,471,197,619,14017
17/09/2004,05.00.00,3,755,NA,13,528,35,1472,24,1234,471,196,591,13346
17/09/2004,06.00.00,5,800,NA,22,598,84,1336,41,1278,529,198,567,12941
17/09/2004,07.00.00,24,1147,NA,146,1136,456,737,99,1708,1114,202,556,13043
17/09/2004,08.00.00,22,1036,NA,97,965,342,854,91,1544,987,197,578,13112
17/09/2004,09.00.00,14,926,NA,67,845,239,979,81,1398,851,202,531,12442
17/09/2004,10.00.00,16,961,NA,76,881,337,932,95,1417,901,220,470,12259
17/09/2004,11.00.00,16,951,NA,86,926,351,902,113,1460,949,235,416,11884
17/09/2004,12.00.00,16,962,NA,90,940,209,889,89,1441,855,228,418,11417
17/09/2004,13.00.00,21,1004,NA,107,1004,257,832,88,1490,911,234,404,11500
17/09/2004,14.00.00,11,893,NA,63,828,169,988,81,1357,672,232,428,12017
17/09/2004,15.00.00,16,990,NA,94,956,216,872,82,1476,826,236,432,12433
17/09/2004,16.00.00,24,1071,NA,125,1068,303,798,115,1556,988,239,408,11937
17/09/2004,17.00.00,29,1140,NA,152,1155,320,733,112,1660,1105,236,428,12300
17/09/2004,18.00.00,27,1103,NA,148,1143,310,741,116,1647,1089,232,433,12161
17/09/2004,19.00.00,31,1082,NA,159,1178,341,733,129,1605,1077,228,425,11608
17/09/2004,20.00.00,22,991,NA,100,977,272,872,110,1448,923,223,422,11209
17/09/2004,21.00.00,15,935,NA,69,852,229,978,105,1344,824,221,430,11271
17/09/2004,22.00.00,12,908,NA,55,790,168,1046,90,1317,717,222,427,11237
17/09/2004,23.00.00,13,927,NA,63,826,173,1021,94,1331,734,221,428,11265
18/09/2004,00.00.00,14,936,NA,67,844,186,978,96,1365,776,221,435,11443
18/09/2004,01.00.00,9,847,NA,37,694,112,1153,70,1240,594,215,456,11528
18/09/2004,02.00.00,7,812,NA,32,664,79,1212,57,1215,518,211,445,10980
18/09/2004,03.00.00,6,804,NA,24,616,NA,1271,NA,1189,496,204,471,11178
18/09/2004,04.00.00,NA,793,NA,27,636,62,1213,45,1195,514,206,459,10993
18/09/2004,05.00.00,5,775,NA,23,609,58,1319,42,1190,468,202,467,10899
18/09/2004,06.00.00,8,835,NA,36,690,122,1183,71,1257,621,201,478,11144
18/09/2004,07.00.00,12,913,NA,64,830,173,980,82,1371,757,200,507,11724
18/09/2004,08.00.00,11,903,NA,50,765,176,1035,81,1317,712,207,497,11970
18/09/2004,09.00.00,16,982,NA,79,895,233,892,89,1413,859,243,395,11842
18/09/2004,10.00.00,14,925,NA,66,838,210,949,83,1324,728,254,348,11119
18/09/2004,11.00.00,12,895,NA,52,776,178,1024,82,1274,640,266,307,10501
18/09/2004,12.00.00,14,930,NA,66,838,189,957,78,1319,680,277,281,10272
18/09/2004,13.00.00,16,953,NA,76,881,210,926,79,1339,704,276,287,10406
18/09/2004,14.00.00,11,885,NA,50,765,162,1017,78,1268,619,276,292,10594
18/09/2004,15.00.00,11,903,NA,53,779,137,1010,73,1278,583,281,286,10715
18/09/2004,16.00.00,13,927,NA,53,781,165,994,73,1267,594,291,268,10648
18/09/2004,17.00.00,15,979,NA,65,835,204,936,100,1338,700,284,283,10798
18/09/2004,18.00.00,2,1050,NA,92,947,266,832,122,1447,912,266,321,11020
18/09/2004,19.00.00,24,1091,NA,116,1037,299,770,132,1512,1038,253,353,11262
18/09/2004,20.00.00,2,1040,NA,92,946,234,827,116,1424,952,247,371,11397
18/09/2004,21.00.00,15,997,NA,75,879,181,885,109,1404,887,235,406,11588
18/09/2004,22.00.00,17,1042,NA,90,938,210,816,109,1456,1004,228,434,11915
18/09/2004,23.00.00,25,1191,NA,121,1055,304,707,116,1563,1221,222,479,12626
19/09/2004,00.00.00,22,1149,NA,105,996,255,754,104,1534,1177,213,505,12652
19/09/2004,01.00.00,14,973,NA,71,862,149,850,81,1436,957,206,532,12742
19/09/2004,02.00.00,12,940,NA,62,823,112,891,64,1415,853,196,566,12797
19/09/2004,03.00.00,12,949,NA,78,890,NA,854,NA,1484,884,188,598,12847
19/09/2004,04.00.00,9,830,NA,38,699,90,1012,54,1339,736,188,595,12758
19/09/2004,05.00.00,5,773,NA,23,609,46,1169,35,1256,590,193,570,12603
19/09/2004,06.00.00,6,811,NA,29,644,76,1144,44,1289,655,182,608,12567
19/09/2004,07.00.00,1,901,NA,48,754,139,936,62,1351,854,168,668,12721
19/09/2004,08.00.00,13,969,NA,77,886,179,863,68,1451,953,186,600,12757
19/09/2004,09.00.00,17,1027,NA,88,933,224,806,85,1465,1050,222,480,12678
19/09/2004,10.00.00,22,1094,NA,106,1002,272,755,110,1536,1114,265,357,12149
19/09/2004,11.00.00,21,1083,NA,102,984,251,784,115,1485,1049,300,285,11883
19/09/2004,12.00.00,22,1098,NA,110,1015,250,754,129,1508,996,322,247,11696
19/09/2004,13.00.00,2,1059,NA,119,1047,178,761,106,1549,841,296,286,11628
19/09/2004,14.00.00,2,1021,NA,108,1009,137,771,87,1545,769,298,285,11809
19/09/2004,15.00.00,12,925,NA,51,768,119,987,70,1289,541,311,261,11630
19/09/2004,16.00.00,18,1045,NA,83,910,193,878,106,1385,742,346,224,12120
19/09/2004,17.00.00,43,1303,NA,207,1317,329,631,151,1816,1196,332,254,12722
19/09/2004,18.00.00,38,1254,NA,168,1204,413,668,179,1655,1338,300,314,13074
19/09/2004,19.00.00,44,1345,NA,204,1306,489,587,188,1806,1416,275,381,13756
19/09/2004,20.00.00,38,1273,NA,153,1159,470,645,187,1704,1341,262,425,14230
19/09/2004,21.00.00,19,1096,NA,88,931,228,766,121,1506,1019,247,464,14206
19/09/2004,22.00.00,17,1077,NA,85,920,169,778,99,1509,935,236,500,14383
19/09/2004,23.00.00,18,1084,NA,87,929,189,751,100,1517,1081,227,536,14632
20/09/2004,00.00.00,11,980,NA,57,800,100,863,79,1407,903,227,538,14666
20/09/2004,01.00.00,8,882,NA,40,713,71,978,57,1343,731,228,530,14577
20/09/2004,02.00.00,7,851,NA,30,655,52,1051,43,1301,625,214,576,14469
20/09/2004,03.00.00,6,819,NA,22,597,NA,1112,NA,1281,613,199,623,14363
20/09/2004,04.00.00,5,804,NA,22,601,57,1122,50,1281,646,195,635,14269
20/09/2004,05.00.00,5,823,NA,27,631,69,1090,47,1304,671,202,608,14243
20/09/2004,06.00.00,9,903,NA,47,748,126,937,60,1373,801,194,635,14139
20/09/2004,07.00.00,35,1310,NA,217,1344,376,573,91,2026,1353,187,656,14039
20/09/2004,08.00.00,NA,1436,NA,322,1601,NA,455,NA,2338,1682,201,606,14062
20/09/2004,09.00.00,57,1479,NA,275,1490,737,494,159,2146,1749,235,497,14156
20/09/2004,10.00.00,35,1285,NA,181,1243,481,599,173,1815,1582,264,419,14237
20/09/2004,11.00.00,37,1262,NA,186,1258,425,597,174,1835,1484,299,340,14096
20/09/2004,12.00.00,31,1225,NA,176,1227,330,643,165,1774,1321,315,308,14017
20/09/2004,13.00.00,3,1162,NA,163,1188,303,676,136,1681,1125,302,302,12744
20/09/2004,14.00.00,26,1103,NA,118,1044,283,757,125,1523,967,305,293,12612
20/09/2004,15.00.00,24,1120,NA,119,1045,264,752,122,1563,975,318,274,12673
20/09/2004,16.00.00,26,1169,NA,155,1163,280,708,124,1639,1025,343,232,12326
20/09/2004,17.00.00,5,1386,NA,288,1522,505,560,184,1990,1469,341,230,12081
20/09/2004,18.00.00,56,1426,NA,311,1577,566,521,200,2080,1648,305,292,12585
20/09/2004,19.00.00,65,1476,NA,349,1663,681,473,225,2167,1785,281,324,12173
20/09/2004,20.00.00,41,1167,NA,195,1282,448,633,168,1685,1371,265,317,10787
20/09/2004,21.00.00,21,1032,NA,117,1039,231,761,118,1455,1071,248,337,10377
20/09/2004,22.00.00,2,1034,NA,99,972,230,747,115,1437,1118,239,381,11123
20/09/2004,23.00.00,14,986,NA,77,885,146,835,94,1407,931,230,430,11897
21/09/2004,00.00.00,8,908,NA,44,732,77,966,62,1311,722,235,447,12755
21/09/2004,01.00.00,8,891,NA,41,714,82,957,68,1295,773,223,477,12643
21/09/2004,02.00.00,6,843,NA,31,656,55,1042,50,1271,665,221,498,13094
21/09/2004,03.00.00,5,822,NA,24,612,NA,1094,NA,1254,594,218,514,13272
21/09/2004,04.00.00,4,814,NA,21,589,42,1119,36,1246,565,208,559,13581
21/09/2004,05.00.00,6,869,NA,33,673,102,1033,53,1307,688,188,630,13582
21/09/2004,06.00.00,14,1013,NA,81,905,231,804,79,1499,974,183,655,13686
21/09/2004,07.00.00,56,1515,NA,314,1584,699,496,133,2288,1591,182,661,13679
21/09/2004,08.00.00,73,1587,NA,412,1795,738,425,148,2531,1820,196,607,13713
21/09/2004,09.00.00,53,1490,NA,273,1487,665,508,161,2115,1807,226,514,13920
21/09/2004,10.00.00,44,1435,NA,242,1408,598,537,191,1991,1704,258,442,14512
21/09/2004,11.00.00,31,1246,NA,170,1209,340,632,158,1792,1270,285,390,14928
21/09/2004,12.00.00,33,1266,NA,177,1231,374,615,157,1768,1265,301,351,14782
21/09/2004,13.00.00,38,1277,NA,193,1277,401,586,188,1846,1226,294,364,14718
21/09/2004,14.00.00,23,1142,NA,127,1073,275,671,143,1635,987,292,379,15116
21/09/2004,15.00.00,26,1207,NA,146,1136,278,645,152,1696,1024,305,349,15015
21/09/2004,16.00.00,32,1252,NA,178,1233,342,618,168,1759,1127,315,314,14310
21/09/2004,17.00.00,5,1399,NA,266,1468,479,531,205,2072,1442,312,314,13987
21/09/2004,18.00.00,56,1464,NA,303,1559,553,485,204,2158,1639,285,372,14282
21/09/2004,19.00.00,54,1422,NA,287,1520,531,494,210,2087,1624,267,423,14618
21/09/2004,20.00.00,44,1308,NA,200,1297,428,567,173,1899,1454,248,490,15092
21/09/2004,21.00.00,24,1137,NA,119,1047,229,680,123,1620,1138,236,536,15374
21/09/2004,22.00.00,15,1040,NA,81,903,145,782,92,1494,951,230,558,15480
21/09/2004,23.00.00,13,1018,NA,77,885,112,809,77,1491,864,221,584,15393
22/09/2004,00.00.00,11,962,NA,59,808,99,866,74,1430,868,226,563,15233
22/09/2004,01.00.00,1,930,NA,51,768,98,916,74,1409,825,210,613,15031
22/09/2004,02.00.00,6,812,NA,24,613,54,1133,47,1302,626,230,540,15010
22/09/2004,03.00.00,5,826,NA,24,612,NA,1111,NA,1304,605,198,653,14894
22/09/2004,04.00.00,6,878,NA,38,702,59,949,44,1373,822,183,708,14794
22/09/2004,05.00.00,8,922,NA,50,764,162,892,69,1415,905,181,725,14876
22/09/2004,06.00.00,15,1047,NA,97,965,268,737,79,1606,1075,183,710,14807
22/09/2004,07.00.00,41,1376,NA,259,1452,531,521,108,2123,1541,185,689,14565
22/09/2004,08.00.00,55,1514,NA,343,1648,517,457,119,2400,1749,201,627,14610
22/09/2004,09.00.00,55,1494,NA,290,1528,701,479,165,2201,1798,235,520,14833
22/09/2004,10.00.00,37,1316,NA,200,1298,510,562,172,1888,1584,268,427,14864
22/09/2004,11.00.00,33,1269,NA,183,1247,415,597,180,1813,1441,291,367,14543
22/09/2004,12.00.00,25,1152,NA,134,1099,243,674,130,1631,1093,308,320,14014
22/09/2004,13.00.00,26,1138,NA,140,1117,267,657,120,1646,1019,279,370,13720
22/09/2004,14.00.00,22,1132,NA,121,1052,233,680,117,1609,944,285,373,14291
22/09/2004,15.00.00,26,1186,NA,153,1159,295,640,141,1701,1046,302,329,13865
22/09/2004,16.00.00,29,1228,NA,161,1184,309,657,151,1724,1089,329,277,13622
22/09/2004,17.00.00,5,1424,NA,273,1486,506,523,218,2084,1537,322,288,13624
22/09/2004,18.00.00,51,1427,NA,262,1458,479,507,213,2049,1566,288,390,15203
22/09/2004,19.00.00,52,1387,NA,267,1473,460,508,194,2065,1510,267,433,14881
22/09/2004,20.00.00,38,1284,NA,183,1249,363,582,167,1842,1300,246,540,16461
22/09/2004,21.00.00,22,1110,NA,119,1045,213,688,115,1638,1058,234,599,16992
22/09/2004,22.00.00,21,1110,NA,115,1032,183,702,98,1650,1002,225,626,16883
22/09/2004,23.00.00,18,1077,NA,96,964,163,749,93,1571,923,229,620,17127
23/09/2004,00.00.00,16,1037,NA,80,898,152,793,87,1539,836,222,649,17190
23/09/2004,01.00.00,14,1002,NA,69,854,104,818,71,1513,779,214,685,17261
23/09/2004,02.00.00,8,865,NA,37,694,61,989,49,1385,678,222,630,16673
23/09/2004,03.00.00,5,824,NA,24,615,NA,1131,NA,1336,601,224,599,16069
23/09/2004,04.00.00,NA,824,NA,22,602,54,1138,44,1337,593,211,638,15817
23/09/2004,05.00.00,5,847,NA,25,620,84,1085,58,1339,670,229,575,15879
23/09/2004,06.00.00,9,961,NA,63,828,132,892,66,1491,837,213,632,15794
23/09/2004,07.00.00,32,1336,NA,216,1340,422,540,112,2049,1400,213,635,15941
23/09/2004,08.00.00,28,1251,NA,188,1264,282,582,104,1897,1393,237,544,15765
23/09/2004,09.00.00,27,1290,NA,181,1244,293,604,103,1853,1415,250,508,15903
23/09/2004,10.00.00,24,1215,NA,148,1141,334,631,118,1766,1285,263,481,16199
23/09/2004,11.00.00,27,1248,NA,159,1177,324,608,129,1784,1230,264,473,16006
23/09/2004,12.00.00,28,1233,NA,161,1184,294,610,127,1775,1147,293,395,15855
23/09/2004,13.00.00,29,1229,NA,172,1217,273,599,130,1795,1107,290,396,15581
23/09/2004,14.00.00,26,1206,NA,158,1175,275,618,130,1746,1068,298,380,15642
23/09/2004,15.00.00,26,1215,NA,151,1150,282,608,118,1733,1115,304,372,15880
23/09/2004,16.00.00,32,1330,NA,189,1264,323,586,146,1860,1362,315,349,15903
23/09/2004,17.00.00,46,1446,NA,252,1434,442,522,190,2075,1619,316,348,15925
23/09/2004,18.00.00,49,1446,NA,261,1458,431,501,189,2059,1572,290,405,15949
23/09/2004,19.00.00,47,1421,NA,256,1444,402,510,173,2056,1446,272,459,16302
23/09/2004,20.00.00,33,1247,NA,169,1206,313,600,148,1785,1233,262,487,16256
23/09/2004,21.00.00,23,1168,NA,126,1070,228,667,116,1646,1102,251,505,15840
23/09/2004,22.00.00,21,1111,NA,103,991,218,721,109,1559,1028,241,507,14959
23/09/2004,23.00.00,17,1071,NA,89,934,179,763,94,1504,942,225,537,14486
24/09/2004,00.00.00,1,969,NA,65,835,97,859,64,1437,773,227,537,14580
24/09/2004,01.00.00,9,942,NA,53,780,83,915,59,1419,737,215,579,14658
24/09/2004,02.00.00,7,923,NA,46,744,80,908,64,1394,815,223,558,14828
24/09/2004,03.00.00,4,813,NA,20,581,NA,1176,NA,1320,627,227,538,14673
24/09/2004,04.00.00,4,851,NA,25,618,66,1099,52,1351,642,211,599,14789
24/09/2004,05.00.00,5,868,NA,28,639,109,1093,55,1367,610,204,630,14946
24/09/2004,06.00.00,13,1062,NA,84,915,232,792,83,1579,929,208,622,15119
24/09/2004,07.00.00,35,1418,NA,211,1328,535,546,114,2017,1427,213,616,15452
24/09/2004,08.00.00,55,1600,NA,340,1641,684,440,137,2430,1776,219,602,15600
24/09/2004,09.00.00,56,1583,NA,294,1538,803,461,160,2214,1788,230,564,15614
24/09/2004,10.00.00,34,1338,NA,203,1305,539,543,138,1929,1521,251,495,15572
24/09/2004,11.00.00,32,1285,NA,184,1252,364,581,134,1866,1293,266,443,15229
24/09/2004,12.00.00,37,1376,NA,223,1359,422,530,143,1998,1435,262,460,15422
24/09/2004,13.00.00,46,1467,NA,269,1477,483,491,153,2114,1592,254,487,15594
24/09/2004,14.00.00,42,1442,NA,240,1403,496,518,145,2026,1551,256,483,15580
24/09/2004,15.00.00,33,1358,NA,193,1277,403,563,123,1892,1429,257,478,15548
24/09/2004,16.00.00,27,1222,NA,145,1133,282,624,96,1698,1195,249,492,15251
24/09/2004,17.00.00,22,1134,NA,111,1017,268,724,107,1632,981,183,754,15682
24/09/2004,18.00.00,28,1120,NA,104,993,306,725,119,1565,962,163,739,13601
24/09/2004,19.00.00,29,1103,NA,105,997,293,736,109,1552,914,156,757,13345
24/09/2004,20.00.00,2,985,NA,58,805,240,895,107,1390,785,154,766,13334
24/09/2004,21.00.00,7,795,NA,22,596,93,1227,57,1188,482,140,754,11988
24/09/2004,22.00.00,6,787,NA,20,584,99,1317,60,1129,446,149,605,10213
24/09/2004,23.00.00,12,839,NA,38,701,55,1128,22,1156,553,155,509,8880
25/09/2004,00.00.00,12,835,NA,39,705,19,1117,2,1161,592,156,500,8773
25/09/2004,01.00.00,11,837,NA,37,693,26,1096,7,1178,584,154,536,9326
25/09/2004,02.00.00,6,761,NA,17,563,26,1316,8,1106,451,154,539,9334
25/09/2004,03.00.00,3,718,NA,10,499,NA,1495,NA,1059,382,153,524,9017
25/09/2004,04.00.00,3,724,NA,10,495,42,1531,27,1071,391,153,531,9181
25/09/2004,05.00.00,3,718,NA,9,486,32,1531,14,1072,398,154,537,9295
25/09/2004,06.00.00,4,744,NA,13,525,25,1434,3,1097,430,155,533,9308
25/09/2004,07.00.00,6,782,NA,21,591,28,1287,9,1130,461,154,527,9178
25/09/2004,08.00.00,7,798,NA,25,619,41,1204,14,1138,500,157,511,9056
25/09/2004,09.00.00,1,867,NA,46,744,130,1067,52,1207,594,169,477,9142
25/09/2004,10.00.00,11,862,NA,43,729,173,1103,64,1171,603,182,419,8674
25/09/2004,11.00.00,15,915,NA,65,834,168,1006,66,1243,686,191,370,8104
25/09/2004,12.00.00,14,857,NA,60,813,51,1040,14,1183,622,193,348,7710
25/09/2004,13.00.00,14,837,NA,60,812,31,1065,9,1171,624,198,312,7127
25/09/2004,14.00.00,1,805,NA,45,740,41,1161,12,1117,565,198,311,7104
25/09/2004,15.00.00,9,781,NA,39,705,41,1203,14,1068,514,202,286,6717
25/09/2004,16.00.00,11,815,NA,46,743,54,1183,21,1095,536,221,248,6514
25/09/2004,17.00.00,13,877,NA,67,844,112,1048,43,1193,669,211,277,6853
25/09/2004,18.00.00,18,926,NA,89,935,178,931,62,1262,786,201,303,7045
25/09/2004,19.00.00,24,987,NA,98,971,218,876,68,1312,891,195,330,7384
25/09/2004,20.00.00,27,1004,NA,108,1007,241,848,81,1321,926,193,323,7163
25/09/2004,21.00.00,17,897,NA,74,875,223,937,88,1227,902,184,332,6975
25/09/2004,22.00.00,22,1002,NA,103,989,279,840,99,1358,1011,178,365,7366
25/09/2004,23.00.00,28,1126,NA,138,1111,330,746,98,1473,1249,178,399,8035
26/09/2004,00.00.00,24,1067,NA,109,1013,330,794,97,1350,1133,170,430,8242
26/09/2004,01.00.00,25,1063,NA,117,1040,341,739,101,1413,1166,155,522,9136
26/09/2004,02.00.00,14,915,NA,78,893,205,872,90,1287,953,156,519,9135
26/09/2004,03.00.00,14,906,NA,77,885,NA,872,NA,1304,912,135,594,9176
26/09/2004,04.00.00,NA,844,NA,55,786,130,969,61,1226,831,134,599,9173
26/09/2004,05.00.00,9,816,NA,45,739,102,999,55,1188,793,125,632,9146
26/09/2004,06.00.00,6,768,NA,33,671,79,1128,46,1153,700,136,576,8941
26/09/2004,07.00.00,1,835,NA,54,785,148,989,56,1224,780,122,632,8964
26/09/2004,08.00.00,16,944,NA,82,908,261,865,83,1321,931,146,564,9319
26/09/2004,09.00.00,9,810,NA,30,651,107,1170,55,1117,575,198,386,8831
26/09/2004,10.00.00,9,819,NA,30,655,103,1222,47,1104,507,216,334,8519
26/09/2004,11.00.00,1,844,NA,35,680,122,1147,61,1129,518,220,322,8407
26/09/2004,12.00.00,1,846,NA,36,688,127,1127,58,1138,518,227,302,8217
26/09/2004,13.00.00,9,842,NA,40,711,110,1077,59,1160,516,223,304,8063
26/09/2004,14.00.00,9,840,NA,42,722,98,1048,54,1169,507,221,305,7981
26/09/2004,15.00.00,9,815,NA,31,657,146,1166,69,1098,490,221,295,7761
26/09/2004,16.00.00,9,838,NA,35,685,119,1176,54,1121,465,234,271,7681
26/09/2004,17.00.00,27,992,NA,103,987,234,823,95,1327,781,231,270,7538
26/09/2004,18.00.00,22,990,NA,78,891,261,908,99,1278,765,215,314,7943
26/09/2004,19.00.00,33,1066,NA,107,1004,371,795,127,1384,1006,203,355,8330
26/09/2004,20.00.00,21,971,NA,73,870,266,911,98,1287,798,196,363,8193
26/09/2004,21.00.00,18,963,NA,77,887,268,853,112,1311,938,187,397,8482
26/09/2004,22.00.00,19,1010,NA,86,925,294,829,115,1351,996,180,427,8745
26/09/2004,23.00.00,23,1054,NA,100,978,303,768,114,1398,1109,171,476,9208
27/09/2004,00.00.00,19,998,NA,85,920,241,802,103,1365,1042,166,513,9634
27/09/2004,01.00.00,13,919,NA,58,802,142,891,81,1265,940,159,552,9881
27/09/2004,02.00.00,1,884,NA,50,764,110,921,75,1247,900,149,589,9891
27/09/2004,03.00.00,6,803,NA,29,648,NA,1079,NA,1178,774,141,610,9799
27/09/2004,04.00.00,6,820,NA,34,674,104,1024,64,1188,790,140,626,9948
27/09/2004,05.00.00,9,894,NA,56,794,179,889,71,1266,908,141,617,9844
27/09/2004,06.00.00,15,988,NA,90,941,361,801,99,1399,1035,144,603,9802
27/09/2004,07.00.00,55,1372,NA,269,1477,799,542,132,1973,1556,150,577,9778
27/09/2004,08.00.00,4,1209,NA,188,1262,614,618,135,1708,1392,169,503,9580
27/09/2004,09.00.00,18,951,NA,82,908,275,873,94,1314,904,197,402,9108
27/09/2004,10.00.00,19,992,NA,91,943,325,847,103,1351,936,222,336,8886
27/09/2004,11.00.00,17,964,NA,92,947,327,862,123,1328,907,237,296,8537
27/09/2004,12.00.00,16,917,NA,83,910,252,886,95,1275,744,219,307,7961
27/09/2004,13.00.00,19,937,NA,91,942,226,852,90,1276,773,223,295,7838
27/09/2004,14.00.00,16,961,NA,92,949,230,853,99,1306,812,238,270,7845
27/09/2004,15.00.00,18,969,NA,96,962,244,829,107,1316,856,233,283,8012
27/09/2004,16.00.00,2,1020,NA,118,1042,251,788,112,1401,927,242,272,8128
27/09/2004,17.00.00,31,1107,NA,173,1219,346,683,132,1582,1131,251,258,8065
27/09/2004,18.00.00,39,1119,NA,178,1233,407,670,148,1539,1270,223,292,7773
27/09/2004,19.00.00,43,1173,NA,209,1322,490,633,158,1679,1365,208,325,7873
27/09/2004,20.00.00,35,1097,NA,149,1144,434,702,145,1517,1274,191,368,8066
27/09/2004,21.00.00,24,1018,NA,113,1024,345,758,128,1400,1169,181,399,8232
27/09/2004,22.00.00,15,932,NA,84,914,192,837,105,1298,1000,174,428,8463
27/09/2004,23.00.00,13,897,NA,68,849,157,891,90,1253,910,167,466,8793
28/09/2004,00.00.00,1,840,NA,49,758,148,994,85,1189,829,171,468,9054
28/09/2004,01.00.00,8,802,NA,35,680,105,1091,73,1137,756,153,519,8982
28/09/2004,02.00.00,5,765,NA,28,637,141,1138,74,1113,742,150,528,8929
28/09/2004,03.00.00,4,741,NA,21,595,NA,1191,NA,1080,686,144,545,8887
28/09/2004,04.00.00,5,748,NA,22,595,107,1208,61,1089,677,128,598,8801
28/09/2004,05.00.00,7,791,NA,39,704,166,1057,69,1154,748,119,627,8726
28/09/2004,06.00.00,12,875,NA,73,871,241,890,82,1253,890,121,626,8825
28/09/2004,07.00.00,24,1085,NA,155,1164,368,707,120,1503,1155,135,582,8944
28/09/2004,08.00.00,43,1268,NA,271,1482,498,550,135,1849,1533,144,557,9087
28/09/2004,09.00.00,41,1236,NA,213,1332,641,601,152,1683,1550,178,457,9224
28/09/2004,10.00.00,37,1274,NA,199,1294,667,615,177,1595,2236,210,372,9155
28/09/2004,11.00.00,34,1250,NA,194,1280,550,618,181,1663,2178,245,298,9008
28/09/2004,12.00.00,38,1224,NA,218,1347,483,602,176,1670,1901,264,264,8969
28/09/2004,13.00.00,41,1220,NA,217,1344,524,605,163,1676,1743,252,268,8451
28/09/2004,14.00.00,34,1166,NA,189,1265,481,640,174,1570,1502,261,248,8283
28/09/2004,15.00.00,23,1050,NA,130,1084,305,748,117,1402,1153,262,244,8174
28/09/2004,16.00.00,32,1174,NA,188,1264,396,670,145,1598,1287,289,213,8382
28/09/2004,17.00.00,48,1323,NA,268,1474,501,554,173,1854,1547,280,233,8681
28/09/2004,18.00.00,67,1432,NA,369,1706,702,488,204,2098,1842,247,279,8559
28/09/2004,19.00.00,75,1479,NA,393,1756,755,466,209,2165,1908,230,336,9302
28/09/2004,20.00.00,45,1309,NA,231,1379,524,555,175,1841,1693,209,458,11159
28/09/2004,21.00.00,21,1089,NA,116,1037,247,707,129,1480,1336,198,486,11130
28/09/2004,22.00.00,15,1009,NA,83,911,196,788,111,1359,1177,198,477,10885
28/09/2004,23.00.00,11,930,NA,57,796,135,883,85,1263,977,186,491,10435
29/09/2004,00.00.00,11,929,NA,59,805,146,879,86,1270,974,172,539,10498
29/09/2004,01.00.00,9,872,NA,41,718,106,981,71,1223,872,163,568,10470
29/09/2004,02.00.00,5,790,NA,22,601,70,1150,60,1157,734,174,534,10541
29/09/2004,03.00.00,4,793,NA,20,581,NA,1169,NA,1152,668,155,588,10309
29/09/2004,04.00.00,NA,789,NA,22,596,62,1145,48,1161,698,146,621,10236
29/09/2004,05.00.00,4,769,NA,20,586,60,1221,45,1134,650,171,525,10130
29/09/2004,06.00.00,7,852,NA,40,713,92,1029,53,1203,749,152,583,9986
29/09/2004,07.00.00,2,1100,NA,134,1097,277,739,94,1516,1106,149,592,9985
29/09/2004,08.00.00,42,1326,NA,280,1504,600,510,122,1968,1609,151,590,10086
29/09/2004,09.00.00,52,1433,NA,286,1518,693,499,170,1973,1770,190,478,10434
29/09/2004,10.00.00,38,1310,NA,214,1334,617,573,174,1747,1633,224,388,10400
29/09/2004,11.00.00,37,1304,NA,191,1272,569,593,191,1673,1583,254,333,10679
29/09/2004,12.00.00,34,1286,NA,196,1286,409,593,179,1728,1449,272,304,10810
29/09/2004,13.00.00,31,1217,NA,158,1175,335,621,148,1644,1451,255,348,11152
