Rank,Grade,Channel,Uploads,Subscribers,Views
567,A,Shalimar Telugu & Hindi Movies,66356,2516177,1876741442
568,A,ABP NEWS HINDI,26768,2742853,524535242
569,A,Ninja Kidz TV,64,2290985,813145985
570,A,Gusttavo Lima Oficial,224,4840192,2358786455
571,A,TrendingPranks,446,1153411,542946954
572,A,MSNBC,15535,1174437,1088662780
573,A,NAGASWARA Official Video |…,1220,3193506,1667607612
574,A,ABP NEWS,109223,6055077,2206306855
575,A,Pixl Networks,55,2711107,1041616897
576,A,Nexa Experience,379,203695,256308148
577,A,NEXT9NEWS हर खबर आप…,63174,6859179,3100755270
578,A,SlenderMan™,657,2087554,744344557
579,A,عائلة رياض,377,1016229,629328264
580,A,VikatanTV,9509,3169606,2278075738
581,A,Facts Verse,909,5271676,1554866686
582,A,Fortnite Clips,1107,NA,93379534
583,A,TRANS TV Official,24763,2544005,1552015064
584,A,Life of Sammie,41,2029968,605160228
585,A,DisneyChannelLAVEVO,171,4922786,2433450096
586,A,Ali Baba channel,330,2554930,839410895
587,A,Anuel Fans Mundial,291,NA,64430064
588,A,EBSKids (EBS 유아),18762,1667660,2549504841
589,A,ROHIT RATAN Entertainment,14,224360,67934584
590,A,YtCrash,781,2903276,1080070185
591,A,Family Playlab,283,3243914,2058161021
592,A,Katie Cutie Kids TV,69,3784667,2024315426
593,A,Русские сериалы,5301,1681184,1469488817
594,A,Dr. Sandra Lee (aka Dr. Pimple…,1094,4272495,2347360575
595,A,Dance India Dance,3316,2985322,1583077388
596,A,Jimmy Kimmel Live,3531,12820630,6534665554
597,A,ChrisBrownVEVO,188,12741051,7241517056
598,A,zbing z.,1341,6802318,2596161381
599,A,RDC Gujarati,8791,3406033,1276040040
600,A,As/Is,3619,10136755,9350864007
601,A,JTBC Entertainment,43526,2510230,3072967216
602,A,wifistudy,5120,3701788,283818023
603,A,Brave Wilderness,434,12412173,2199756620
604,A,CamilaCabelloVEVO,24,5699111,2883573314
605,A,Lele Pons,91,11509478,1901823651
606,A,Левушка ТВ / Levushka TV,14,2185504,313830250
607,A,Kids Fun,626,7707410,1669688712
608,A,Na CorreRia,318,1825702,569564874
609,A,Lahari Music | T-Series,5044,3225557,2115150985
610,A,TLC,6302,3048980,2624944899
611,A,Antena 3,17808,3856456,4195576436
612,A,Nirahua Music World,449,2287370,1180128215
613,A,Sonotek Sapna Official,797,3939796,1165256026
614,A,AdeleVEVO,31,16270830,7414111263
615,A,Daily Bumps,2002,3924674,2862958130
616,A,toyorbabytv,274,5758203,3726769590
617,A,Tasty,2266,9780213,1776253889
618,A,Indosiar,16679,2995436,1951629262
619,A,Marco Flores Y La Jerez,239,320217,173689542
620,A,naarkw نار,813,1625757,565047761
621,A,Izabela Stress,349,1279091,407052127
622,A,AdMe.ru - Сайт о…,1158,5038308,927598787
623,A,Diogo Lopes,333,125969,50494550
624,A,TV Thunder Official,6687,2745028,1603534317
625,A,ChildishGambinoVEVO,30,1775977,1236215977
626,A,SUKA MIRING,3,NA,44164012
627,A,Mor Music,2274,2227003,1080825285
628,A,Barbie,4656,4856911,2825580808
629,A,cocoz toon,1,2162992,333012122
630,A,Flashback FM,1074,570731,541959488
631,A,RihannaVEVO,106,26582805,13103339807
632,A,Erkenci Kuş,212,760826,246250847
633,A,kev,98,2843375,322258943
634,A,piso21music,68,3840012,2543978649
635,A,Ya - Alisa,98,6432043,712863538
636,A,TRANS7 OFFICIAL,31607,1933260,889951998
637,A,Funny Stop Motion videos,1747,5901410,3359105465
638,A,Avances por Vlog Novelero,201,NA,65708758
639,A,Truyen Hinh Vinh Long,12571,2675689,2581487588
640,A,Cole&Sav,213,6896766,1594931178
641,A,Latina.pe,31487,1874934,1352338732
642,A,Home Bollywud,990,1916774,721909693
643,A,Talking Tom,212,7316952,3520693782
644,A,Britain's Got Talent,2135,10917075,6736575829
645,A,حقائق وأسرار,450,4646803,682210118
646,A,Wish 107.5,672,3459118,1277457875
647,A,Super Polina Play,121,3965541,643212922
648,A,AtimeOnline,3581,1468551,721016795
649,A,JenniferLopezVEVO,100,7405915,5633320640
650,A,Little Angel: Nursery Rhymes & Kids…,831,1139539,941356209
651,A,Comedy Central,4296,6913518,3518912919
652,A,Good Mythical Morning,2062,14137878,4658271692
653,A,Hindi Fairy Tales,84,2095557,627730125
654,A,Mejores Juguetes,1197,8762986,5623751087
655,A,Len Ken,266,2209750,1233083120
656,A,ANTV - Truyền hình Công an…,22484,1418544,1148673214
657,A,SQUEEZIE,1244,11445353,5304390859
658,A,La Rosa De Guadalupe,228,711859,203575222
659,A,National Geographic,8906,9260318,2644227075
660,A,Telemundo Novelas,11638,3640005,2023481900
661,A,براق ميديا BURAQ MEDIA,355,302828,42801078
662,A,Мастерская…,449,7534189,1544349168
663,A,Ceylin - H Official,255,2017216,990613385
664,A,Brianna's Secret Club TH,679,1875452,622346812
665,A,Donna the Explorer,124,3887565,958050672
666,A,Kan & Aki's CHANNEL,983,2329068,4995638741
667,A,ボンボンTV,4603,1487664,1916088745
668,A,DisneyJuniorUK,1976,4581188,5385287373
669,A,KOLLYWOOD MOVIES,90,177222,57915194
670,A,Coke Studio,336,4681857,1147641963
671,A,Projeto Cartoon,200,1101045,348972844
672,A,Clubinho da Laura,717,4577242,1282419642
673,A,MBCClassic,44863,981511,2021738000
674,A,O Reino das Crianças,317,2725958,1668191191
675,A,Toy Wizard [토이위자드],159,1127860,173527687
676,A,Warner Music México,1145,2027574,2697937430
677,A,KSIvsLogan,15,1323502,73396246
678,A,SAS-ASMR,405,2796285,593260102
679,A,MrBeanCartoonGames,369,105359,90178358
680,A,GRM Daily,5372,1336512,1169745170
681,A,Shot of The Yeagers,802,2189918,1087106753
682,A,Julia MineGirl,1208,3087993,1695715957
683,A,Jelly,2905,8818251,3306593484
684,A,Haschak Sisters,175,5362718,2420126265
685,A,Zig & Sharko,344,2197733,1084156197
686,A,DIEN QUAN Entertainment / Giải…,3964,2667123,1946223024
687,A,Learn And Play,18,NA,67022251
688,A,Vinamilk,355,931567,840724889
689,A,Kids Labo TV,449,2099865,555762465
690,A,Me contro Te,607,2843068,1435280878
691,A,Fernanfloo,569,29325333,6961274106
692,A,HAR PAL GEO,4425,2340040,1122121854
693,A,Funny Cars & Toys,82,1001085,267811850
694,A,WhenGamersFail ► Lyon,2391,1671755,1021507665
695,A,Аид [VyacheslavOO],1050,3795996,1128218754
696,A,GamingWithKev,1312,3351802,1565809530
697,A,IDJVideos.TV,823,2385627,3210778735
698,A,WB Kids,938,1821509,585441278
699,A,hamaarbhojpuri,7106,2908355,1793225350
700,A,1MILLION Dance Studio,1202,11058659,2616585255
701,A,Tareq Qar,110,82895,43465545
702,A,Pen Movies,191,1486692,449864760
703,A,JP Plays,1855,4706065,1192397077
704,A,TWO SUPER SISTERS,169,1357067,405266486
705,A,MrSuicideSheep,2077,9972603,3933001232
706,A,Its JoJo Siwa,389,7546352,1668041209
707,A,湖南卫视芒果TV官方频道…,32887,2611322,2391540342
708,A,NTV Telugu,125240,1452863,1118975963
709,A,Troom Troom Es,359,5733171,1105942548
710,A,SamsungIndia,183,1852869,1398222403
711,A,Two Players One Console,1209,1147779,596446534
712,A,Discovery Kids,417,1017733,392018272
713,A,Chim Xinh Channel,1231,842216,342871421
714,A,Surya Citra Televisi (SCTV),16012,2265698,1304621636
715,A,OfficialWhiteMusic,501,2361915,1846665320
716,A,truTV,4226,1696481,1886195776
717,A,BIBI TV,346,1391175,914486119
718,A,RCM Bhojpuri Hit,2991,2060000,607273422
719,A,THVL Phim,7836,1482849,1428617313
720,A,América Televisión - Novelas,3542,773094,436156663
721,A,DJKhaledVEVO,42,5367633,2727661186
722,A,TMG Record Channel,254,3317911,2030131582
723,A,DC Kids,648,1153818,878464874
724,A,Tin Tức Mỗi Ngày,1079,NA,363621385
725,A,PostMaloneVEVO,13,4164551,2024331185
726,A,JonasBlueVEVO,49,2206912,1560407218
727,A,Samsung Vietnam,553,1288522,918334115
728,A,JK YADAV FILMS जे के…,2072,NA,562714491
729,A,Talking Angela,107,4961738,878628083
730,A,Denis,1602,6115299,2336892887
731,A,Jass Records,1396,2710189,916060445
732,A,Tube Unique Wilderness,26,586128,81053798
733,A,Alhayah Series TV,5850,2155817,1279950826
734,A,Chespirito y sus Amigos,772,712690,305875204
735,A,Acne Treatment,698,NA,480016711
736,A,DaniRep | +6 Vídeos Diarios De GTA…,8122,7848629,3903578370
737,A,Mê Phim,587,514604,130874314
738,A,Zee Music Classic,716,2666131,993667870
739,A,เด็กเลี้ยงควาย…,11,685377,137608382
740,A,SilvestreDangondVEVO,151,1780205,1540413929
741,A,tvnpl,6080,1317821,1996632685
742,A,Albin Lekhove.,3,112489,39579875
743,A,Satisfy Channel,238,1018694,328815940
744,A,Dave and Ava - Nursery Rhymes and…,368,4345980,2617861225
745,A,Life with Brothers,496,2702258,856349812
746,A,ArcadeG,24,NA,50334447
747,A,LIFE VÍDEOS E FOTOS,11,330998,140120586
748,A,Aoffy Maxim,302,2570105,684720152
749,A,Queen Official,728,5161031,3117908234
750,A,AK Films,7,NA,54302427
751,A,핑크퐁 (인기 동요・동화),1082,2125228,1595352760
752,A,BB Ki Vines,126,9775694,1258536015
753,A,CFK Family,100,NA,2048562237
754,A,스위트티비 SweetTV,826,956403,409922913
755,A,Pen Multiplex,904,1802887,587351007
756,A,Маша та Ведмідь,439,3209563,1664222907
757,A,Vy Qwaint,127,1434946,171654347
758,A,PrinceRoyceVEVO,92,6064512,2846915380
759,A,GEazyMusicVEVO,107,4052452,2297039672
760,A,ZEE 24 TAAS,118696,1782463,936716854
761,A,اغاني مشهورة Music…,60,523596,136234820
762,A,Neo-Saban Power Rangers,3254,3549927,3847340302
763,A,Познаватель,281,7903277,2458786199
764,A,MovieCon Animation,824,2042918,900842320
765,A,C.A.F - Children And Families,213,1882631,607538170
766,A,HikakinGames,1378,3831655,3392507452
767,A,Lazada Thailand,473,125386,771452351
768,A,Paulinho e Toquinho,795,4053783,2575684671
769,A,Unbox Therapy,1436,12463816,2283596294
770,A,Gato Galactico,528,7102302,1223384077
771,A,BOSS KIDS,74,NA,220701064
772,A,MoratVEVO,27,1842272,994135496
773,A,James Charles,159,8097091,626825336
774,A,AlHayah TV Network,129941,3719788,2123111920
775,A,GMM25Thailand,13468,4370772,3256790708
776,A,Trimurti,2707,2487575,929471020
777,A,Planeta das Gêmeas,390,8255633,1983873754
778,A,Warner Música,539,3323045,2397944307
779,A,packattack04082,7429,2926446,3985485513
780,A,Renato Garcia,1438,9651119,1162090232
781,A,TEDx Talks,118990,14288254,2649053469
782,A,办公室小野官方频道 Ms Yeah…,92,3407861,707888223
783,A,Deji,1559,9701327,3382625055
784,A,WamIndia Movie Talkies,118,739132,247068708
785,A,Mango Music,6499,1770727,862401249
786,A,BuzzFeedBlue,1610,8870101,4199495678
787,A,Boys and Toys,305,1503682,601000054
788,A,HPLUS Films,10968,1279906,1406414968
789,A,Follow Me,80,1591130,357257175
790,A,Google Indonesia,416,421050,530877250
791,A,Lokdhun Punjabi,1323,5028862,1765247403
792,A,Thuy Nga,1784,1798282,1513593766
793,A,IMPERIA,132,888824,991619438
794,A,Cia. Daniel Saboya,714,12287090,3495074680
795,A,JTBC Drama,12258,1192257,1191217853
796,A,Thibaan Channel,217,1681952,816548889
797,A,なーちゃんねる(Naaachannel),539,1089695,705469268
798,A,infobells - Tamil,176,2464814,1404384841
799,A,서은이야기[SeoeunStory],572,2152240,890117824
800,A,Wave Music - Bhakti,13395,2679475,951030662
801,A,ToyMart TV,419,3653959,1754760559
802,A,Bela Bagunça,548,7283780,1457189263
803,A,Sony AATH,3346,1655287,972171613
804,A,WildBrain en Español,1060,1373353,471424612
805,A,Solnishkam,42,2712531,1584777454
806,A,UnspeakableGaming,1848,5493919,1721176088
807,A,Ameli TVIT,308,861589,278955764
808,A,Music Nepal,14839,2530952,1991582096
809,A,Vat19,1277,5560302,4496648188
810,A,VTC1 - Tin tức,37993,1549299,1963421173
811,A,EXPLORER,1003,NA,107965890
812,A,Coisas dos Famosos,229,NA,36986780
813,A,NBA LeB,6886,157365,368772
814,A,The Shiny Peanut,406,3063116,545887384
815,A,Caracol Televisión,6872,1561625,522148993
816,A,PHD Troll,375,1880187,654389208
817,A,TVCHOSUN,35135,602177,1026324676
818,A,Wesley Safadão,229,7877716,3514115865
819,A,AP International,21065,2207551,1637950332
820,A,Official Sabyan gambus,8,3875757,834201427
821,A,Tokek,78,806151,231079746
822,A,Rathore Cassettes,2445,2199859,707539270
823,A,Movieclips Trailers,7527,12724237,9833909601
824,A,IISuperwomanII,736,14297656,2780236787
825,A,M2,6144,2552535,1290908823
826,A,Comedy Wale,269,1566972,376832605
827,A,Learn Colors with Guka,77,1875466,349846824
828,A,Larva TUBA,1299,3619657,1798768953
829,A,Aqua,62,17618,36263445
830,A,PetitGarçon Adam,437,1076065,495023188
831,A,NickiMinajAtVEVO,62,13518268,5784320251
832,A,rsfriends,3084,6441704,4579141202
833,A,ONE Media,2901,1612232,1751610582
834,A,The World Adventures…,298,6157416,816213616
835,A,Toy Genie Surprises,2090,5161012,3523137301
836,A,Mila Toys,21,NA,108568738
837,A,ImediaSeries | أى ميديا…,9581,829313,732653586
838,A,Venus Bhojpuri,322,1648751,346134972
839,A,BinBin TV,8,NA,44583599
840,A,DANIEL EL TRAVIESO VIDEOS,183,2823460,823657381
841,A,Little Baby Bum en Español,419,6598377,3943327427
842,A,콩순이・시크릿 쥬쥬…,680,1834667,1794668663
843,A,Vihokploeng Channel,277,NA,45116487
844,A,LES BOYS TV,334,NA,482697541
845,A,Vidéos Drôles,334,539192,216576325
846,A,ABP Majha,73823,1800470,732730266
847,A,Tik Tok,114,1574,618820260
848,A,CollegeHumor,3174,13313522,6545367048
849,A,Sarthak Music,6335,1821046,988566413
850,A,Oh Long Johnson,192,2036412,493687065
851,A,5 DAKİKADA HALLET,588,873813,193047407
852,A,hollywoodclips22,472,310799,174109939
853,A,Masha e o Urso,231,4103325,1365735959
854,A,Ambey Bhakti,3950,2254849,768304161
855,A,Трум Трум,639,5538968,1470790728
856,A,o SHOW o,68,234811,54925032
857,A,PlayToys,802,4511486,1924059910
858,A,Juguetes con Andre,648,3590877,1634999362
859,A,ตุณานนท์…,26,38672,4707955
860,A,Saregama Music,4114,4851606,1382014363
861,A,Selena Martinez,168,470817,84130838
862,A,LosPolinesios,400,14891691,2770521652
863,A,PORKMODZ,1163,555550,223873821
864,A,Irmãos Neto,163,10498808,828548071
865,A,Toys and Fun,1065,1860886,1329705317
866,A,Tarang TV,12219,1124819,773416806
867,A,Bizim Hikaye,825,669759,392876501
868,A,СТС,6875,1458389,1100467882
869,A,Anupam Movie Songs,500,593726,223239922
870,A,MessYourself,730,4583875,1264799813
871,A,TV Ana Emilia,188,2437825,650741196
872,A,Mohamed Ramadan,183,2342921,832724569
873,A,T-Series Regional,15340,3733568,1595904694
874,A,Saurabh Parikh,1570,1179477,738646899
875,A,Let's Play Kids,925,NA,532569280
876,A,Dolan Twins,199,6661047,918456388
877,A,MY TOYS PINK,773,1917132,885066341
878,A,FunKeep,290,2031826,664825148
879,A,Vividplays Channel,1652,1042497,416153886
880,A,Amit Bhadana,51,9771425,617239610
881,A,Mega Super LoLLa,4,NA,52638254
882,A,Morphle TV,349,4040290,3093804467
883,A,PipeCleanerCrafts B,268,2465335,795740576
884,A,JuanGabrielVEVO,219,2808915,2636833521
885,A,mallemalatv,5342,1699246,850788248
886,A,THVL Giải Trí,12927,2595868,2427585836
887,A,Sumeet Music,1500,1738897,883418478
888,A,SelenaGomezVEVO,127,15688167,6641996592
889,A,Acne Synthetic,325,NA,119895629
890,A,"SLICK SLIME SAM - DIY, Comedy,…",216,826637,251509161
891,A,BillieEilishVEVO,25,666883,279539583
892,A,Patati Patatá,190,3426296,2338263755
893,A,NW news,184,46747,40348022
894,A,EllaMaiVEVO,9,255574,293077103
895,A,RemexMusic,972,3954687,3344414009
896,A,MLP Magic,120,NA,122799600
897,A,MegaTV,8998,337710,424175065
898,A,social issue소셜이슈,216,NA,351437895
899,A,ZicZic Supers Songs,12,4653573,379129938
900,A,Shahid.net,2926,3327405,1149283506
901,A,Bryant Myers,44,2692196,600406974
902,A,Poll Production,1970,2158957,3295692992
903,A,Learn Colors PAM PAM,17,NA,545060093
904,A,The Tonight Show Starring Jimmy…,4622,17763660,9668150444
905,A,Reaction Time,1163,10018141,2956841564
906,A,That YouTub3 Family,752,2076265,947179743
907,A,Sessão Dublada,458,570187,210671101
908,A,SuperZoo - Best cartoon for kids…,266,1758101,545126564
909,A,Bazylland,320,1828539,987725356
910,A,BARBIE FILMES BR,425,2426403,560491563
911,A,DeGoBooM,1367,3667305,950082832
912,A,топКино,1083,385039,186469729
913,A,TheRichest,2558,11804909,5866949648
914,A,Лучшие приколы Best…,69,211886,53447247
915,A,Yong Ye,309,878035,654203160
916,A,Crafty Panda,35,924761,123275233
917,A,TruthRevolutionNet,220,336350,282580294
918,A,Sonotek Bhakti,4501,3240992,811771577
919,A,JoyJoy Lika,112,1348026,306959964
920,A,Viki Show,301,3099335,1013696048
921,A,Movie Clips,8,49785,34501120
922,A,Funny Stacy,70,5510141,1557779492
923,A,Ibu dan Balita Indonesia,179,1530259,570694707
924,A,CantaJuegoVEVO,424,2407006,2516674023
925,A,Morgz,512,5437206,716849369
926,A,ON Ent,26008,3769523,1311197102
927,A,Sing Music Channel,92,1572818,513111410
928,A,MaKar & Nursery Rhymes and Songs,191,1209631,324049846
929,A,ALL THE K-POP,7413,3308285,1708025102
930,A,Comedy Captain Hindi HD,280,1890180,440275389
931,A,Illslick thelegandary,101,2632081,1276933450
932,A,Mother Goose Club Playhouse,742,3281615,4543258678
933,A,MundoNovelero,1454,1038453,704964904
934,A,PlayCow.com,3537,2664592,1332421426
935,A,Studio Saraswati Official,1745,2053209,521000306
936,A,Show Ana Haber,17959,716731,1111394262
937,A,Bollywood Classics,1045,2653337,1033211075
938,A,WigglePop,107,1134248,353416131
939,A,SamSmithWorldVEVO,58,6959214,4104419248
940,A,Rebecca Zamolo,531,4585169,709564795
941,A,HomeAnimations - Мультики…,209,889004,272579345
942,A,Playtime4kidz,501,1422226,796439679
943,A,Hollywood Inside,40,NA,35137458
944,A,Ghiền Mì Gõ,312,3111301,1846212099
945,A,News Tak,7902,1933560,438452931
946,A,IULITM,4315,2495206,1594852893
947,A,3ater Alsham عطر الشام,3364,575111,523420737
948,A,The Sean Ward Show,385,2046208,1265473278
949,A,Giọng Ca Để Đời,1024,1553434,975997218
950,A,TBE Kids,27,359753,88007461
951,A,Fizzy Toy Show,1048,2020415,1576193149
952,A,thays7777,204,132700,68136885
953,A,Teremok TV,2970,4265037,5250235184
954,A,BIG Magic,17891,520230,225517877
955,A,Amit choudhary,18,201943,222996
956,A,JaxJonesVEVO,23,820648,584674135
957,A,BBC,22695,5165960,4937488364
958,A,TeluguOne,33586,4100191,2414364446
959,A,Kids Learning Songs,75,NA,278406163
960,A,"Kids, Toys & Adventures",79,2671048,499372735
961,A,GunsNRosesVEVO,40,4939443,3610207489
962,A,Kids Club TV,1211,NA,1521901868
963,A,Turkish Series مسلسل تركي,472,2027095,552733926
964,A,emma chamberlain,156,4501329,310088600
965,A,CNN Indonesia,30100,1281435,715647975
966,A,떵개떵,2764,2512791,1176939065
967,A,Gustavo Mioto,37,2605915,868604066
968,A,Netflix,2279,5262636,1466799425
969,A,NDJ Film Official,10858,1728730,941580688
970,A,Funny Vines,132,3122278,996106605
971,A,jeffreestar,294,10368791,1084678752
972,A,YimYam TV,1154,1132387,863447043
973,A,INSIDER,6238,2998198,1536356883
974,A,Carnatavr A,391,46526,41047291
975,A,Learn Colors Rice,48,2546742,311104017
976,A,SHOPEE Indonesia,182,141886,457659296
977,A,BakLol Video,95,2265697,256962966
978,A,WOW ENGLISH TV,297,1865989,1527112924
979,A,AviciiOfficialVEVO,110,11667519,5565707967
980,A,SUNDRANI,5202,1196344,670142754
981,A,karameeshchannel,2318,3226457,1936359474
982,A,FitDance,949,8606400,2564278994
983,A,Planet Earth INDIA,275,4025979,633820509
984,A,Telefe,66273,2220124,1910032292
985,A,PopArt Discos,2590,1738684,2261135575
986,A,FRESH Movie Trailers,6337,3816987,2932656262
987,A,Cat Music,1795,4962035,5026581136
988,A,ArkivaShqip,6414,2563442,3987315817
989,A,El Adl Group,2136,1687205,714675665
990,A,JUJU Jugando,42,861545,218837918
991,A,iKON,313,3322661,764816171
992,A,Gojzer,155,1181557,486625063
993,A,Saad Lamjarred | سعد لمجرد,118,5932065,1628048828
